name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating,point
Luxury Coach House in Kitsilano,https://www.airbnb.com/rooms/256178,"Vancouver, British Columbia, Canada",49.26293,-123.17143,170.0,Entire home/apt,5.0,POINT (-123.17143 49.26293)
FABULOUS Luxury Downtown Vancouver!,https://www.airbnb.com/rooms/258636,,49.27839,-123.12852,99.0,Entire home/apt,4.79,POINT (-123.12852 49.27839)
Sunset views - LGBTQ2+ friendly,https://www.airbnb.com/rooms/306178,,49.23273,-123.02747,84.0,Private room,4.95,POINT (-123.02747 49.23273)
Close to downtown/shops/restaurants/skytrain,https://www.airbnb.com/rooms/311354,"Vancouver, British Columbia, Canada",49.26328,-123.07086,100.0,Entire home/apt,4.0,POINT (-123.07086 49.26328)
Modern Yaletown 1BR | GREAT VIEW + CENTRAL,https://www.airbnb.com/rooms/322824,,49.27608,-123.12452,182.0,Entire home/apt,4.89,POINT (-123.12452 49.27608)
Stylish Modern Central Downtown★★★★★★★,https://www.airbnb.com/rooms/359942,"Vancouver, British Columbia, Canada",49.27634,-123.11825,263.0,Private room,4.85,POINT (-123.11825 49.27634)
Bright Spacious Bedroom Pvt Bath,https://www.airbnb.com/rooms/377706,"Vancouver, British Columbia, Canada",49.27799,-123.07101,48.0,Private room,4.68,POINT (-123.07101 49.27799)
"LARGE PRIVATE ROOM+BATH, KING BED, dedicated entry",https://www.airbnb.com/rooms/415700,"Vancouver, British Columbia, Canada",49.2332,-123.0551,83.0,Private room,4.73,POINT (-123.0551 49.2332)
Trendy & Spacious 2 bd Gastown Loft,https://www.airbnb.com/rooms/436032,,49.28211,-123.10453,290.0,Entire home/apt,4.83,POINT (-123.10453 49.28211)
Home (Office) Away from Home – Heart of Downtown,https://www.airbnb.com/rooms/448104,"Vancouver, British Columbia, Canada",49.28063,-123.12502,162.0,Entire home/apt,4.88,POINT (-123.12502 49.28063)
Beautiful room (s) Vancouver Home,https://www.airbnb.com/rooms/461386,,49.23034,-123.02971,141.0,Private room,4.42,POINT (-123.02971 49.23034)
"House in sought-after Sunrise Hastings, Vancouver",https://www.airbnb.com/rooms/464172,,49.28586,-123.05563,231.0,Entire home/apt,4.8,POINT (-123.05563 49.28586)
Inspiring Gastown loft with deck + rooftop,https://www.airbnb.com/rooms/475296,,49.28241,-123.10381,350.0,Entire home/apt,4.85,POINT (-123.10381 49.28241)
Vancouver One Bedroom,https://www.airbnb.com/rooms/485225,,49.28052,-123.12691,358.0,Entire home/apt,4.0,POINT (-123.12691 49.28052)
"Downtown 1Bed+Den, stylish & modern",https://www.airbnb.com/rooms/496298,,49.28062,-123.11815,124.0,Entire home/apt,4.92,POINT (-123.11815 49.28062)
Central Modern House with View and 2 Kitchens,https://www.airbnb.com/rooms/498112,"Vancouver, British Columbia, Canada",49.25099,-123.07457,375.0,Entire home/apt,4.7,POINT (-123.07457 49.25099)
Modern Architectural lakeside Home On The Park,https://www.airbnb.com/rooms/540348,"Vancouver, British Columbia, Canada",49.25759,-123.06393,500.0,Entire home/apt,4.91,POINT (-123.06393 49.25759)
Moments from downtown Vancouver!,https://www.airbnb.com/rooms/544358,,49.27234,-123.01326,145.0,Entire home/apt,4.26,POINT (-123.01326 49.27234)
Commercial Dr West Coast Garden Ste,https://www.airbnb.com/rooms/557357,"Vancouver, British Columbia, Canada",49.27917,-123.06246,80.0,Entire home/apt,4.89,POINT (-123.06246 49.27917)
Sub-Penthouse with Amazing Views in Heart of City,https://www.airbnb.com/rooms/622217,"Vancouver, British Columbia, Canada",49.27999,-123.1075,556.0,Entire home/apt,4.96,POINT (-123.1075 49.27999)
Close to Jericho beach garden level open space.,https://www.airbnb.com/rooms/625396,,49.27066,-123.18291,380.0,Private room,4.76,POINT (-123.18291 49.27066)
Quiet Oasis Garden Suite - Steps from the Drive,https://www.airbnb.com/rooms/648026,"Vancouver, British Columbia, Canada",49.26775,-123.06862,84.0,Entire home/apt,4.87,POINT (-123.06862 49.26775)
English Bay Hideaway @ Stanley Park,https://www.airbnb.com/rooms/654744,"Vancouver, British Columbia, Canada",49.29178,-123.14175,150.0,Entire home/apt,4.75,POINT (-123.14175 49.29178)
1 Bedroom Private Furnished Suite,https://www.airbnb.com/rooms/654763,,49.2506,-123.07175,52.0,Entire home/apt,4.7,POINT (-123.07175 49.2506)
Nice room in amazing luxury home near DOWNTOWN+UBC,https://www.airbnb.com/rooms/659986,"Vancouver, British Columbia, Canada",49.24413,-123.11955,96.0,Private room,4.33,POINT (-123.11955 49.24413)
Entire cute  condo full of art,https://www.airbnb.com/rooms/703179,"Vancouver, British Columbia, Canada",49.27945,-123.10875,190.0,Entire home/apt,4.8,POINT (-123.10875 49.27945)
Luxury Seaview Studio Suite - Westend,https://www.airbnb.com/rooms/713271,,49.28104,-123.13621,135.0,Entire home/apt,4.77,POINT (-123.13621 49.28104)
Kitsilano Laneway House - Quiet Neighbourhood,https://www.airbnb.com/rooms/731219,"Vancouver, British Columbia, Canada",49.26026,-123.18195,150.0,Entire home/apt,4.92,POINT (-123.18195 49.26026)
English Bay Views,https://www.airbnb.com/rooms/735468,,49.28059,-123.1364,200.0,Entire home/apt,4.63,POINT (-123.1364 49.28059)
Kitsilano 2 bdrm Garden Level Suite,https://www.airbnb.com/rooms/755558,"Vancouver, British Columbia, Canada",49.25996,-123.16653,125.0,Entire home/apt,4.86,POINT (-123.16653 49.25996)
Very Convenient Mini-suite,https://www.airbnb.com/rooms/763445,,49.24438,-123.04453,62.0,Entire home/apt,4.76,POINT (-123.04453 49.24438)
Level | Studio | Lux Amenities Downtown Vancouver,https://www.airbnb.com/rooms/771366,"Vancouver, British Columbia, Canada",49.2794,-123.12181,225.0,Entire home/apt,5.0,POINT (-123.12181 49.2794)
Level | Two Bedroom Suite | Lux Amenities Downtown,https://www.airbnb.com/rooms/771380,"Vancouver, British Columbia, Canada",49.27918,-123.12187,375.0,Entire home/apt,4.67,POINT (-123.12187 49.27918)
The Garden Quarter in Kitsilano,https://www.airbnb.com/rooms/784153,"Vancouver, British Columbia, Canada",49.26186,-123.17438,92.0,Entire home/apt,4.79,POINT (-123.17438 49.26186)
The Nook in Kitsilano,https://www.airbnb.com/rooms/785297,"Vancouver, British Columbia, Canada",49.26355,-123.17326,86.0,Private room,4.89,POINT (-123.17326 49.26355)
The Garden Nook in Kitsilano,https://www.airbnb.com/rooms/785752,"Vancouver, British Columbia, Canada",49.26213,-123.17482,134.0,Entire home/apt,5.0,POINT (-123.17482 49.26213)
Exellent for International Student,https://www.airbnb.com/rooms/796603,,49.28087,-123.13525,30.0,Shared room,,POINT (-123.13525 49.28087)
fully furnished suite near VGH,https://www.airbnb.com/rooms/801222,,49.25804,-123.12119,106.0,Entire home/apt,4.59,POINT (-123.12119 49.25804)
East Village Private Garden Gem!,https://www.airbnb.com/rooms/824612,"Vancouver, British Columbia, Canada",49.28618,-123.05403,84.0,Entire home/apt,4.58,POINT (-123.05403 49.28618)
Sunny room with private bathroom and large patio,https://www.airbnb.com/rooms/874731,"Vancouver, British Columbia, Canada",49.25785,-123.12199,139.0,Private room,4.53,POINT (-123.12199 49.25785)
Heritage Home near Kits Beach,https://www.airbnb.com/rooms/875309,"Vancouver, British Columbia, Canada",49.27073,-123.16325,375.0,Entire home/apt,4.74,POINT (-123.16325 49.27073)
"Dunbar near UBC: Clean, comfortable + quiet",https://www.airbnb.com/rooms/885600,"Vancouver, British Columbia, Canada",49.24803,-123.18517,130.0,Entire home/apt,4.92,POINT (-123.18517 49.24803)
Private apartment-Yaletown Downtown,https://www.airbnb.com/rooms/958090,,49.27744,-123.11524,434.0,Entire home/apt,4.2,POINT (-123.11524 49.27744)
Oakridge Canada Line completely renovated home,https://www.airbnb.com/rooms/961006,"Vancouver, British Columbia, Canada",49.23569,-123.10987,219.0,Entire home/apt,4.33,POINT (-123.10987 49.23569)
Spacious Room in Character Home,https://www.airbnb.com/rooms/961831,,49.26648,-123.15939,150.0,Private room,5.0,POINT (-123.15939 49.26648)
"261 Yaletown Studio at ""Space""",https://www.airbnb.com/rooms/980511,"Vancouver, British Columbia, Canada",49.27489,-123.12654,82.0,Entire home/apt,4.78,POINT (-123.12654 49.27489)
152 Studio (no Bedroom),https://www.airbnb.com/rooms/994969,"Vancouver, British Columbia, Canada",49.28006,-123.12673,79.0,Entire home/apt,4.5,POINT (-123.12673 49.28006)
159 2 BEDROOM/ 2 FULL BATH-ideal for sharing!,https://www.airbnb.com/rooms/995174,,49.28837,-123.12766,110.0,Entire home/apt,4.62,POINT (-123.12766 49.28837)
S2-LUXURIOUS 2-BR/2-Baths/2-Balcony,https://www.airbnb.com/rooms/1007137,,49.27804,-123.12531,280.0,Entire home/apt,4.0,POINT (-123.12531 49.27804)
S1-VIBRANT DOWNTOWN 1-BR + den!,https://www.airbnb.com/rooms/1007144,,49.27828,-123.12671,180.0,Entire home/apt,5.0,POINT (-123.12671 49.27828)
comfy stay in clean victorian house,https://www.airbnb.com/rooms/1012385,"Vancouver, British Columbia, Canada",49.25674,-123.0874,120.0,Entire home/apt,4.78,POINT (-123.0874 49.25674)
"Light-filled, self-contained studio in Strathcona",https://www.airbnb.com/rooms/1015935,,49.2804,-123.08908,115.0,Entire home/apt,4.8,POINT (-123.08908 49.2804)
Deluxe Junior One Bedroom (2 Beds),https://www.airbnb.com/rooms/1021607,"Vancouver, British Columbia, Canada",49.27747,-123.12098,75.0,Entire home/apt,4.84,POINT (-123.12098 49.27747)
Yaletown Deluxe Studio Condominium,https://www.airbnb.com/rooms/1021669,"Vancouver, British Columbia, Canada",49.27703,-123.12692,75.0,Entire home/apt,4.75,POINT (-123.12692 49.27703)
Artist's Character home in 'hip' Commercial Drive,https://www.airbnb.com/rooms/1032892,"Vancouver, British Columbia, Canada",49.27241,-123.06332,95.0,Private room,4.83,POINT (-123.06332 49.27241)
Quiet space minutes from downtown!,https://www.airbnb.com/rooms/1061895,"Vancouver, British Columbia, Canada",49.24166,-123.0407,93.0,Private room,4.77,POINT (-123.0407 49.24166)
136 Lord Stanley Great price!,https://www.airbnb.com/rooms/1109821,"Vancouver, British Columbia, Canada",49.29258,-123.13446,72.0,Entire home/apt,4.45,POINT (-123.13446 49.29258)
Family-Friendly Kitsilano House with Mountain Views,https://www.airbnb.com/rooms/1113551,"Vancouver, British Columbia, Canada",49.26008,-123.15989,560.0,Entire home/apt,4.83,POINT (-123.15989 49.26008)
*Best choice in downtown-5 Stars * -3,https://www.airbnb.com/rooms/1118858,,49.28239,-123.13021,85.0,Private room,4.54,POINT (-123.13021 49.28239)
Yaletown/Downtown  1 Bedroom Condo,https://www.airbnb.com/rooms/1126273,,49.28119,-123.12033,99.0,Entire home/apt,0.0,POINT (-123.12033 49.28119)
2 Bdrm in Strathcona,https://www.airbnb.com/rooms/1141457,,49.27925,-123.08814,180.0,Entire home/apt,4.75,POINT (-123.08814 49.27925)
Bright & Tidy Character Apartment,https://www.airbnb.com/rooms/1162198,"Vancouver, British Columbia, Canada",49.2726,-123.06988,50.0,Private room,4.69,POINT (-123.06988 49.2726)
Cozy space in East Vancouver,https://www.airbnb.com/rooms/1178149,"Vancouver, British Columbia, Canada",49.26957,-123.04828,90.0,Entire home/apt,4.91,POINT (-123.04828 49.26957)
Elegant Main floor House Vancouver,https://www.airbnb.com/rooms/1187929,"Vancouver, British Columbia, Canada",49.24965,-123.07027,175.0,Entire home/apt,4.83,POINT (-123.07027 49.24965)
Beautiful Kitsilano Character home. Great Location,https://www.airbnb.com/rooms/1191143,,49.26716,-123.17653,416.0,Entire home/apt,4.73,POINT (-123.17653 49.26716)
Cool cozy place on The Drive w central A/C!,https://www.airbnb.com/rooms/1214617,"Vancouver, British Columbia, Canada",49.26731,-123.06909,229.0,Entire home/apt,4.87,POINT (-123.06909 49.26731)
Stunning Suite Heart of DT w/Parking and Office,https://www.airbnb.com/rooms/1223989,"Vancouver, British Columbia, Canada",49.27843,-123.12901,135.0,Entire home/apt,4.85,POINT (-123.12901 49.27843)
Brand new 3 bedroom home in central Vancouver,https://www.airbnb.com/rooms/1229506,,49.26596,-123.06844,520.0,Entire home/apt,4.9,POINT (-123.06844 49.26596)
Private Hotel-Style Suite in a Downtown Boutique High-Rise,https://www.airbnb.com/rooms/1273760,"Vancouver, British Columbia, Canada",49.28478,-123.1192,252.0,Private room,4.86,POINT (-123.1192 49.28478)
Clean New Kits 3 bedroom/ 2bath!,https://www.airbnb.com/rooms/1291394,"Vancouver, British Columbia, Canada",49.26889,-123.18543,150.0,Entire home/apt,4.9,POINT (-123.18543 49.26889)
"Beautiful Mount Pleasant home, close to everything",https://www.airbnb.com/rooms/1309315,"Vancouver, British Columbia, Canada",49.26719,-123.10982,399.0,Entire home/apt,4.29,POINT (-123.10982 49.26719)
120 501 Pacific,https://www.airbnb.com/rooms/1316419,"Vancouver, British Columbia, Canada",49.28279,-123.1222,72.0,Entire home/apt,4.5,POINT (-123.1222 49.28279)
224 Yaletown Park.  Long term stay welcome,https://www.airbnb.com/rooms/1316477,"Vancouver, British Columbia, Canada",49.27859,-123.11993,95.0,Entire home/apt,4.86,POINT (-123.11993 49.27859)
Cosy 1 bedroom apt Mount Pleasant,https://www.airbnb.com/rooms/1324743,"Vancouver, British Columbia, Canada",49.25909,-123.10415,92.0,Entire home/apt,4.6,POINT (-123.10415 49.25909)
Close to Anywhere: Location Location Location,https://www.airbnb.com/rooms/1343411,"Vancouver, British Columbia, Canada",49.27627,-123.10013,95.0,Entire home/apt,4.7,POINT (-123.10013 49.27627)
*Best choice in downtown-5 Stars* -1,https://www.airbnb.com/rooms/1343519,,49.28247,-123.13068,85.0,Private room,4.45,POINT (-123.13068 49.28247)
Ultra Modern Apartment in Yaletow,https://www.airbnb.com/rooms/1360765,,49.284,-123.11432,97.0,Entire home/apt,4.75,POINT (-123.11432 49.284)
Private space in heritage home in lovely area,https://www.airbnb.com/rooms/1361276,"Vancouver, British Columbia, Canada",49.25808,-123.07538,150.0,Entire home/apt,4.69,POINT (-123.07538 49.25808)
AMAZING LOCATION 1BD CHARMING APT IN DOWNTOWN,https://www.airbnb.com/rooms/1365609,"Vancouver, British Columbia, Canada",49.27932,-123.12911,278.0,Entire home/apt,4.88,POINT (-123.12911 49.27932)
QUIET COZY SUNNY BR (ENSUITE) + ADJ STUDY IN HOUSE,https://www.airbnb.com/rooms/1378220,"Vancouver, British Columbia, Canada",49.26026,-123.20135,122.0,Entire home/apt,4.68,POINT (-123.20135 49.26026)
"Luxury 2Bd, 2Offices, amazing views, gym and pool",https://www.airbnb.com/rooms/1393599,"Vancouver, British Columbia, Canada",49.27392665039039,-123.10068941104272,200.0,Entire home/apt,,POINT (-123.10068941104272 49.27392665039039)
Stunning 1 Bedroom Laneway,https://www.airbnb.com/rooms/1398788,"Vancouver, British Columbia, Canada",49.23968,-123.16762,134.0,Entire home/apt,4.9,POINT (-123.16762 49.23968)
Luxury 2 BDR With Wrap Around Deck,https://www.airbnb.com/rooms/1399744,"Vancouver, British Columbia, Canada",49.26964,-123.11064,450.0,Entire home/apt,4.75,POINT (-123.11064 49.26964)
Renovated Character Home - 3 Bdrm,https://www.airbnb.com/rooms/1417881,"Vancouver, British Columbia, Canada",49.26732,-123.06827,349.0,Entire home/apt,4.86,POINT (-123.06827 49.26732)
UBC CAMPUS cozy student bdrm apt share with host,https://www.airbnb.com/rooms/1442216,"Vancouver, British Columbia, Canada",49.25826,-123.23352,162.0,Private room,4.86,POINT (-123.23352 49.25826)
One Bedroom & Secured Underground Parking,https://www.airbnb.com/rooms/1466647,"Vancouver, British Columbia, Canada",49.28164,-123.11006,199.0,Entire home/apt,4.23,POINT (-123.11006 49.28164)
244 -2 BEDROOM. WATER VIEW! 6 MONTH EXTENDED STAY,https://www.airbnb.com/rooms/1502887,"Vancouver, British Columbia, Canada",49.29014,-123.12716,129.0,Entire home/apt,4.8,POINT (-123.12716 49.29014)
Modern new room with private entry!,https://www.airbnb.com/rooms/1507975,"Vancouver, British Columbia, Canada",49.24882,-123.09121,81.0,Private room,4.72,POINT (-123.09121 49.24882)
"114 Studio ""West of Denman""",https://www.airbnb.com/rooms/1525113,"Vancouver, British Columbia, Canada",49.29101,-123.14085,76.0,Entire home/apt,4.42,POINT (-123.14085 49.29101)
Deluxe Kitsilano Beach Waterfront 2 Bedroom House,https://www.airbnb.com/rooms/1565861,"Vancouver, British Columbia, Canada",49.27383,-123.15362,450.0,Entire home/apt,4.92,POINT (-123.15362 49.27383)
Lakeside Cottage with Stunning View,https://www.airbnb.com/rooms/1610084,"Vancouver, British Columbia, Canada",49.25936,-123.06131,172.0,Entire home/apt,4.87,POINT (-123.06131 49.25936)
Private top floor on vibrant Main St,https://www.airbnb.com/rooms/1623556,"Vancouver, British Columbia, Canada",49.25259,-123.09292,92.0,Entire home/apt,4.67,POINT (-123.09292 49.25259)
Garden Suite-Quiet/Private&Central,https://www.airbnb.com/rooms/1629480,"Vancouver, British Columbia, Canada",49.25225,-123.10756,85.0,Entire home/apt,4.82,POINT (-123.10756 49.25225)
Amazing 2000sq ft Downtown loft 3 patios + Parking,https://www.airbnb.com/rooms/1657214,"Vancouver, British Columbia, Canada",49.28167,-123.10984,250.0,Entire home/apt,5.0,POINT (-123.10984 49.28167)
Beautiful Kitsilano Apartment..,https://www.airbnb.com/rooms/1703616,"Vancouver, British Columbia, Canada",49.26548,-123.14579,156.0,Entire home/apt,4.0,POINT (-123.14579 49.26548)
2 Bedroom Garden Flat - Main Street,https://www.airbnb.com/rooms/1717967,"Vancouver, British Columbia, Canada",49.24778,-123.09867,186.0,Entire home/apt,4.92,POINT (-123.09867 49.24778)
DT Ocean view with luxury amenities and parking,https://www.airbnb.com/rooms/1733307,"Vancouver, British Columbia, Canada",49.27781,-123.10637,288.0,Entire home/apt,4.9,POINT (-123.10637 49.27781)
SoMa Suite - Main Street Cool,https://www.airbnb.com/rooms/1768817,"Vancouver, British Columbia, Canada",49.24489,-123.10302,105.0,Entire home/apt,4.87,POINT (-123.10302 49.24489)
Yaletown high rise studio,https://www.airbnb.com/rooms/1778529,"Vancouver, British Columbia, Canada",49.27695,-123.11922,93.0,Entire home/apt,4.46,POINT (-123.11922 49.27695)
Film Industry loves this house! 5 min to VGH,https://www.airbnb.com/rooms/1820919,"Vancouver, British Columbia, Canada",49.2585,-123.11479,395.0,Entire home/apt,4.92,POINT (-123.11479 49.2585)
Cozy Retreat - Strathcona,https://www.airbnb.com/rooms/1830733,,49.27866,-123.08627,125.0,Entire home/apt,4.9,POINT (-123.08627 49.27866)
Main Street loft w/ rooftop terrace and view!,https://www.airbnb.com/rooms/1850984,"Vancouver, British Columbia, Canada",49.26772,-123.0975,300.0,Entire home/apt,4.77,POINT (-123.0975 49.26772)
156 One Bedroom in Downtown at The Electra,https://www.airbnb.com/rooms/1869071,"Vancouver, British Columbia, Canada",49.28216,-123.12438,87.0,Entire home/apt,4.75,POINT (-123.12438 49.28216)
Tinseltown Apartment,https://www.airbnb.com/rooms/1898584,,49.27915,-123.10642,79.0,Entire home/apt,4.74,POINT (-123.10642 49.27915)
Commercial Drive Garden Suite,https://www.airbnb.com/rooms/1932171,"Vancouver, British Columbia, Canada",49.26861,-123.06666,97.0,Entire home/apt,4.64,POINT (-123.06666 49.26861)
Stylish and Modern 2Bed West End Suite!,https://www.airbnb.com/rooms/1950844,,49.28954,-123.13711,237.0,Entire home/apt,4.58,POINT (-123.13711 49.28954)
"Charming ""Kitsilano Family Place""",https://www.airbnb.com/rooms/1995592,"Vancouver, British Columbia, Canada",49.263252,-123.164825,110.0,Private room,4.6,POINT (-123.164825 49.263252)
GREAT SUITE w GARDEN PATIO!  CENTRALLY LOCATED!!,https://www.airbnb.com/rooms/2003897,"Vancouver, British Columbia, Canada",49.26263,-123.11627,130.0,Entire home/apt,5.0,POINT (-123.11627 49.26263)
Amazing View from a Modern Loft,https://www.airbnb.com/rooms/2008047,,49.28519,-123.09872,160.0,Entire home/apt,4.83,POINT (-123.09872 49.28519)
Sunny family-friendly house in Kits,https://www.airbnb.com/rooms/2011559,"Vancouver, British Columbia, Canada",49.26057,-123.15881,575.0,Entire home/apt,4.89,POINT (-123.15881 49.26057)
Experience Vancouver on the Drive!,https://www.airbnb.com/rooms/2017305,"Vancouver, British Columbia, Canada",49.26411,-123.06803,189.0,Entire home/apt,4.64,POINT (-123.06803 49.26411)
Beautiful Kitsilano - Covid-19 Safe,https://www.airbnb.com/rooms/2033952,"Vancouver, British Columbia, Canada",49.26715,-123.15325,99.0,Entire home/apt,4.67,POINT (-123.15325 49.26715)
"Kitsilano Point, very clean, welcoming and bright",https://www.airbnb.com/rooms/2041582,"Vancouver, British Columbia, Canada",49.2753,-123.14721,120.0,Entire home/apt,4.96,POINT (-123.14721 49.2753)
Yaletown 1BD Condo @ Homer & Robson,https://www.airbnb.com/rooms/2042431,"Vancouver, British Columbia, Canada",49.28005,-123.11659,150.0,Entire home/apt,4.89,POINT (-123.11659 49.28005)
2 bdrm in COMPLETLY RENOVATED HOME BY CANADA LINE,https://www.airbnb.com/rooms/2046259,"Vancouver, British Columbia, Canada",49.23573,-123.10819,219.0,Entire home/apt,4.43,POINT (-123.10819 49.23573)
Cozy Modern apartment in Yaletown,https://www.airbnb.com/rooms/2056676,,49.27393,-123.11599,110.0,Entire home/apt,4.49,POINT (-123.11599 49.27393)
Gorgeous New House Double Ensuite,https://www.airbnb.com/rooms/2084273,"Vancouver, British Columbia, Canada",49.24976,-123.03547,75.0,Private room,4.84,POINT (-123.03547 49.24976)
A spacious modern apartment,https://www.airbnb.com/rooms/2092610,"Vancouver, British Columbia, Canada",49.2655,-123.0969,150.0,Entire home/apt,4.73,POINT (-123.0969 49.2655)
Gorgeous New House Single Ensuite,https://www.airbnb.com/rooms/2106364,"Vancouver, British Columbia, Canada",49.24958,-123.0359,65.0,Private room,4.81,POINT (-123.0359 49.24958)
good sized bedroom on second floor,https://www.airbnb.com/rooms/2108899,"Vancouver, British Columbia, Canada",49.26933,-123.16177,48.0,Private room,4.7,POINT (-123.16177 49.26933)
small room with single bed by beach,https://www.airbnb.com/rooms/2109035,"Vancouver, British Columbia, Canada",49.26791,-123.16117,35.0,Private room,5.0,POINT (-123.16117 49.26791)
# C -Private Studio 20 min to Downtown Vancouver,https://www.airbnb.com/rooms/2145092,"Burnaby, British Columbia, Canada",49.25317,-123.01296,103.0,Entire home/apt,4.76,POINT (-123.01296 49.25317)
Garden Patio condo near Downtown transit central,https://www.airbnb.com/rooms/2163742,"Vancouver, British Columbia, Canada",49.26199,-123.07408,91.0,Private room,4.81,POINT (-123.07408 49.26199)
South Granville 2 bedroom townhome,https://www.airbnb.com/rooms/2168943,,49.25972,-123.14269,175.0,Entire home/apt,4.93,POINT (-123.14269 49.25972)
Kitsilano PENTHOUSE,https://www.airbnb.com/rooms/2183209,"Vancouver, British Columbia, Canada",49.26597,-123.15633,150.0,Entire home/apt,4.75,POINT (-123.15633 49.26597)
5 star Luxury ShangriLa hotel condo,https://www.airbnb.com/rooms/2188113,"Vancouver, British Columbia, Canada",49.28514,-123.12275,300.0,Entire home/apt,4.86,POINT (-123.12275 49.28514)
Gorgeous home in Yaletown,https://www.airbnb.com/rooms/2198419,"Vancouver, British Columbia, Canada",49.2773,-123.12294,115.0,Entire home/apt,4.94,POINT (-123.12294 49.2773)
Bright Kitsilano Garden Apartment,https://www.airbnb.com/rooms/2216062,,49.26992,-123.18596,105.0,Entire home/apt,4.96,POINT (-123.18596 49.26992)
Perfect spot for your next family vacation,https://www.airbnb.com/rooms/2282114,"Vancouver, British Columbia, Canada",49.23792,-123.18224,750.0,Entire home/apt,5.0,POINT (-123.18224 49.23792)
Cozy Vancouver Suite near a park and transit,https://www.airbnb.com/rooms/2361393,"Vancouver, British Columbia, Canada",49.239,-123.08606,95.0,Entire home/apt,4.67,POINT (-123.08606 49.239)
Gem Modern Apartment in Yaletown,https://www.airbnb.com/rooms/2365994,,49.28298,-123.12339,95.0,Entire home/apt,4.84,POINT (-123.12339 49.28298)
Vancouver Quality Coach House,https://www.airbnb.com/rooms/2454353,"Vancouver, British Columbia, Canada",49.23748,-123.08735,125.0,Entire home/apt,4.97,POINT (-123.08735 49.23748)
Monthly- Marinaside Ocean View Apartment -Yaletown,https://www.airbnb.com/rooms/2468591,"Vancouver, British Columbia, Canada",49.27449,-123.11679,150.0,Entire home/apt,4.67,POINT (-123.11679 49.27449)
Kits beach garden apartment. PETS+Children Welcome,https://www.airbnb.com/rooms/2472791,"Vancouver, British Columbia, Canada",49.27075,-123.1541,275.0,Entire home/apt,4.6,POINT (-123.1541 49.27075)
New Edwardian home,https://www.airbnb.com/rooms/2502137,"Vancouver, British Columbia, Canada",49.25877,-123.08299,95.0,Entire home/apt,4.94,POINT (-123.08299 49.25877)
"Bright 1 bed suite, great location",https://www.airbnb.com/rooms/2576878,"Vancouver, British Columbia, Canada",49.25865,-123.12294,106.0,Entire home/apt,4.83,POINT (-123.12294 49.25865)
Ann's Place,https://www.airbnb.com/rooms/2592307,"Vancouver, British Columbia, Canada",49.25222,-123.1186,112.0,Entire home/apt,4.92,POINT (-123.1186 49.25222)
Yvette's place,https://www.airbnb.com/rooms/2632171,"Vancouver, British Columbia, Canada",49.2883,-123.04216,150.0,Private room,4.59,POINT (-123.04216 49.2883)
Heritage Splendor Commercial Drive,https://www.airbnb.com/rooms/2637519,"Vancouver, British Columbia, Canada",49.27261,-123.0703,358.0,Entire home/apt,4.79,POINT (-123.0703 49.27261)
Modern 2 Level Loft in East Van,https://www.airbnb.com/rooms/2644110,"Vancouver, British Columbia, Canada",49.28545,-123.06435,113.0,Entire home/apt,4.86,POINT (-123.06435 49.28545)
LOCATION!!! RENOVATED!!! SLEEPS 2-4!!,https://www.airbnb.com/rooms/2653578,"Vancouver, British Columbia, Canada",49.28044,-123.12496,261.0,Entire home/apt,4.76,POINT (-123.12496 49.28044)
"266  -2 bedroom /sleeps 4 ""The Electra"" Downtown",https://www.airbnb.com/rooms/2658803,"Vancouver, British Columbia, Canada",49.28169,-123.12628,103.0,Entire home/apt,4.53,POINT (-123.12628 49.28169)
Laneway Home with a view,https://www.airbnb.com/rooms/2669445,"Vancouver, British Columbia, Canada",49.27109,-123.2088,70.0,Entire home/apt,4.73,POINT (-123.2088 49.27109)
Amazing neighbourhood!,https://www.airbnb.com/rooms/2672380,"Vancouver, British Columbia, Canada",49.24801,-123.1883,450.0,Entire home/apt,4.83,POINT (-123.1883 49.24801)
Stroll to Granville Island from a Modern Kitsilano House,https://www.airbnb.com/rooms/2675179,"Vancouver, British Columbia, Canada",49.27512,-123.15131,600.0,Entire home/apt,4.95,POINT (-123.15131 49.27512)
"1 bedroom modern furnishing, cozy, & the view!",https://www.airbnb.com/rooms/2728122,"Vancouver, British Columbia, Canada",49.26872,-123.15201,110.0,Entire home/apt,4.86,POINT (-123.15201 49.26872)
Explore Vancouver in a Beautiful Trendy Townhouse,https://www.airbnb.com/rooms/2730555,"Vancouver, British Columbia, Canada",49.26536,-123.09943,299.0,Entire home/apt,4.95,POINT (-123.09943 49.26536)
Your Alternative to a 5 Star Hotel.,https://www.airbnb.com/rooms/2764812,,49.27992,-123.12658,521.0,Entire home/apt,4.87,POINT (-123.12658 49.27992)
Vancouver 2 bd trendy Main street,https://www.airbnb.com/rooms/2812038,"Vancouver, British Columbia, Canada",49.25665,-123.10039,316.0,Entire home/apt,4.93,POINT (-123.10039 49.25665)
Stunning Vancouver 1 bed Victorian Heritage Home,https://www.airbnb.com/rooms/2831971,"Vancouver, British Columbia, Canada",49.27465,-123.0669,60.0,Entire home/apt,5.0,POINT (-123.0669 49.27465)
