,stop_no,stop_name,line_con,Longitude,Latitude
784,51099,Southbound Arbutus St @ W King Edward Ave,016,-123.153214,49.251137
785,51102,Southbound Arbutus St @ Valley Dr,016,-123.153466,49.244919
786,51103,Southbound Arbutus St @ W 32 Ave,016,-123.15359,49.242695
787,51104,Southbound Arbutus St @ W 35 Ave,016,-123.155467,49.239992
788,51105,Southbound West Blvd @ W 37 Ave,016,-123.155552,49.23803
789,51106,Southbound West Blvd @ W 39 Ave,016,-123.155609,49.236097
790,51107,Southbound West Blvd @ W 41 Ave,016,-123.155677,49.234303
791,51108,Southbound West Blvd @ W 43 Ave,016,-123.155746,49.232443
792,51111,Southbound Arbutus St @ W 49 Ave,016,-123.155273,49.226773
793,51112,Eastbound W 51 Ave @ Arbutus St,016,-123.154675,49.224918
794,51113,Southbound West Blvd @ W 53 Ave,016,-123.1524,49.222481
795,51114,Southbound West Blvd @ W 57 Ave,016,-123.150433,49.219164
796,51115,Southbound West Blvd @ W 60 Ave,016,-123.149023,49.216794
797,51117,Southbound Angus Dr @ W 63 Ave,016,-123.148557,49.2139
798,51118,Eastbound W 64 Ave @ East Blvd,016,-123.146293,49.213182
799,51119,Northbound Adera St @ W 64 Ave,016,-123.143433,49.213522
800,51120,Marpole Loop @ Bay 2,010,-123.132871,49.20325
801,51121,Eastbound E 41 Ave @ Victoria Dr,R4,-123.06505,49.232713
802,51122,Eastbound E 41 Ave @ Gladstone St,041,-123.06167,49.232817
803,51123,Eastbound E 41 Ave @ Nanaimo St,041,-123.058373,49.232788
804,51124,Eastbound E 41 Ave @ Clarendon St,041; R4,-123.054813,49.232754
805,51125,Eastbound E 41 Ave @ Wales St,041,-123.051214,49.232722
806,51126,Eastbound E 41 Ave @ Earles St,041,-123.04831,49.232715
807,51127,Eastbound E 41 Ave @ Killarney St,041,-123.045427,49.232892
808,51128,Eastbound E 41 Ave @ Rupert St,041; R4,-123.042556,49.23288
809,51129,Eastbound E 41 Ave @ Kerr St,041,-123.039828,49.232892
810,51130,Eastbound E 41 Ave @ School Ave,041,-123.036985,49.233197
811,51133,Westbound Keefer St @ Columbia St,023,-123.102946,49.279267
812,51134,Eastbound Kingsway @ E Broadway,019; N19,-123.099412,49.262551
813,51135,Eastbound Kingsway @ E 12 Ave,019; N19,-123.097102,49.260192
814,51136,Eastbound Kingsway @ E 13 Ave,019; N19,-123.095429,49.258948
815,51137,Eastbound Kingsway @ Carolina St,019; N19,-123.092371,49.257418
816,51138,Eastbound Kingsway @ Fraser St,019; N19,-123.089018,49.256214
817,51139,Eastbound Kingsway @ St. Catherines St,019; N19,-123.085052,49.254367
818,51140,Eastbound Kingsway @ Glen Dr,019; N19,-123.081356,49.252628
819,51141,Eastbound Kingsway @ Clark Dr,019; N19,-123.077633,49.250834
820,51142,Eastbound Kingsway @ Knight St,019; N19,-123.075484,49.249736
821,51143,Eastbound Kingsway @ Dumfries St,019; N19,-123.072988,49.24866
822,51144,Eastbound Kingsway @ Perry St,019; 025; N19,-123.070924,49.247719
823,51145,Eastbound Kingsway @ Miller St,019; 025; N19,-123.06866,49.246687
824,51147,Eastbound Kingsway @ Earles St,019; 026; N19,-123.048397,49.23728
825,51148,Eastbound Kingsway @ Killarney St,019; 026; N19,-123.045333,49.236159
826,51149,Eastbound Kingsway @ Rupert St,019; N19,-123.041963,49.235786
827,51150,Eastbound Kingsway @ McKinnon St,019; N19,-123.037515,49.234792
828,51151,Eastbound Kingsway @ Joyce St,019; 027; N19,-123.03553,49.233834
829,51152,Eastbound Kingsway @ Wessex St,019; N19,-123.033767,49.232943
830,51153,Eastbound Kingsway @ Tyne St,019; N19,-123.031656,49.231987
831,51154,Eastbound Kingsway @ Melbourne St,019; N19,-123.028846,49.231961
832,51155,Eastbound Kingsway @ Lincoln St,019; N19,-123.026055,49.232088
833,51156,Eastbound Kingsway @ Boundary Rd,019; N19,-123.022286,49.232257
834,51157,Eastbound Kingsway @ Smith Ave,019; N19,-123.018383,49.232578
835,51158,Eastbound Kingsway @ Inman Ave,019; N19,-123.015229,49.232758
836,51159,Eastbound Kingsway @ Patterson Ave,019; N19,-123.012252,49.232443
837,51160,Eastbound Kingsway @ Olive Ave,019; N19,-123.00953,49.231667
838,51161,Eastbound Kingsway @ Wilson Ave,019; N19,-123.007485,49.230995
839,51162,Southbound Willingdon Ave @ Kemp St,019; 130,-123.005715,49.229565
840,51163,Eastbound Central Blvd @ Willingdon Ave,019; 031; 049; 116; 130,-123.006974,49.227271
841,51164,Metrotown Station @ Bay 2,019,-123.002888,49.226085
842,51165,Northbound Willingdon Ave @ Central Blvd,019; 130,-123.007012,49.228005
843,51166,Westbound Kingsway @ Willingdon Ave,019; N19,-123.00553,49.230542
844,51167,Westbound Kingsway @ Wilson Ave,019; N19,-123.008159,49.231423
845,51168,Westbound Kingsway @ Barker Ave,019; N19,-123.010599,49.232216
846,51169,Westbound Kingsway @ Inman Ave,019; N19,-123.016178,49.232908
847,51170,Westbound Kingsway @ Smith Ave,019; N19,-123.019689,49.23266
848,51171,Westbound Kingsway @ Boundary Rd,019; N19,-123.022197,49.232527
849,51172,Westbound Kingsway @ Boundary Rd,019; 027; N19,-123.024096,49.232402
850,51173,Westbound Kingsway @ Lincoln St,019; N19,-123.026273,49.232284
851,51174,Westbound Kingsway @ Melbourne St,019; 027; N19,-123.029643,49.232118
852,51176,Westbound Kingsway @ Wessex St,019; 027; N19,-123.033761,49.233186
853,51177,Westbound Kingsway @ Joyce St,019; N19,-123.036193,49.234462
854,51178,Southbound Joyce St @ Kingsway,R4,-123.036343,49.233838
855,51179,Westbound E 41 Ave @ School Ave,041,-123.03794,49.233084
856,51180,Westbound E 41 Ave @ Kerr St,041,-123.040741,49.233031
857,51181,Westbound E 41 Ave @ Rupert St,041; R4,-123.043713,49.233057
858,51182,Westbound E 41 Ave @ Killarney St,041,-123.046378,49.23303
859,51183,Westbound E 41 Ave @ Earles St,041,-123.049155,49.232858
860,51184,Westbound Kingsway @ McKinnon St,019; N19,-123.038053,49.235237
861,51185,Westbound Kingsway @ Spencer St,019; N19,-123.041047,49.235933
862,51186,Westbound Kingsway @ Rupert St,019; 026; N19,-123.04296,49.236114
863,51187,Westbound Kingsway @ Fairmont St,019; 026; N19,-123.046942,49.236931
864,51189,Westbound Kingsway @ Victoria Dr,019; 025; N19,-123.065671,49.245543
865,51190,Westbound Kingsway @ Miller St,019; 025; N19,-123.06911,49.247137
866,51193,Westbound Kingsway @ Knight St,019; N19,-123.076585,49.25051
867,51194,Westbound Kingsway @ Inverness St,019; N19,-123.080257,49.252366
868,51195,Westbound Kingsway @ Windsor St,019; N19,-123.084079,49.254147
869,51197,Westbound Kingsway @ Fraser St,019; N19,-123.090227,49.257027
870,51198,Westbound Kingsway @ St. George St,019; N19,-123.093585,49.25817
871,51199,Westbound Kingsway @ E 12 Ave,019; N19,-123.096663,49.260171
872,51202,Westbound Harrison Dr @ Victoria Dr,020,-123.065781,49.210673
873,51203,Northbound Victoria Dr @ Fraserview Dr,020; N20,-123.065964,49.212765
874,51204,Northbound Victoria Dr @ E 61 Ave,020; N20,-123.065913,49.214832
875,51205,Northbound Victoria Dr @ Brigadoon Ave,020; N20,-123.065874,49.21691
876,51206,Northbound Victoria Dr @ Upland Dr,020; N20,-123.065832,49.218398
877,51207,Northbound Victoria Dr @ E 54 Ave,020; N20,-123.065738,49.220662
878,51208,Northbound Victoria Dr @ E 51 Ave,020; N20,-123.065653,49.223425
879,51209,Northbound Victoria Dr @ E 49 Ave,020; N20,-123.065603,49.225458
880,51210,Northbound Victoria Dr @ Waverley Ave,020; N20,-123.065556,49.227465
881,51211,Northbound Victoria Dr @ E 45 Ave,020; N20,-123.065483,49.229847
882,51212,Northbound Victoria Dr @ E 43 Ave,020; N20,-123.065432,49.231503
883,51213,Northbound Victoria Dr @ E 26 Ave,020; N20,-123.064952,49.247959
884,51215,Northbound Victoria Dr @ E 22 Ave,020; N20,-123.064898,49.250596
885,51216,Northbound Victoria Diversion @ Victoria Dr,020; N20,-123.066572,49.253274
886,51217,Northbound Commercial Dr @ Findlay St,020; N20,-123.068394,49.254682
887,51219,Northbound Commercial Dr @ E 14 Ave,020; N20,-123.069745,49.258015
888,51220,Northbound Commercial Dr @ E 12 Ave,020; N20,-123.069673,49.259948
889,51225,Northbound Commercial Dr @ E 3rd Ave,020; N20,-123.06953,49.268043
890,51226,Northbound Commercial Dr @ E 1st Ave,020; N20,-123.069518,49.269918
891,51227,Northbound Commercial Dr @ Grant St,020; N20,-123.069481,49.271608
892,51228,Northbound Commercial Dr @ Charles St,020; N20,-123.06943,49.273323
893,51229,Northbound Commercial Dr @ Napier St,020; N20,-123.069418,49.275134
894,51231,Northbound Commercial Diversion @ Venables St,020; N20,-123.069433,49.277014
895,51232,Northbound Commercial Dr @ E Georgia St,020; N20,-123.070346,49.278704
896,51233,Northbound Commercial Dr @ E Pender St,020; N20,-123.070272,49.280571
897,51234,Southbound Commercial Dr @ E Hastings St,020; N20,-123.070549,49.280806
898,51235,Southbound Commercial Dr @ Frances St,020; N20,-123.070545,49.279104
899,51236,Southbound Commercial Diversion @ Adanac St,020; N20,-123.069881,49.277328
900,51237,Southbound Commercial Dr @ Parker St,020; N20,-123.06961,49.275512
901,51238,Southbound Commercial Dr @ William St,020; N20,-123.069647,49.273685
902,51239,Southbound Commercial Dr @ Kitchener St,020; N20,-123.069692,49.271878
903,51240,Southbound Commercial Dr @ Graveley St,020; N20,-123.069755,49.270207
904,51241,Southbound Commercial Dr @ E 2nd Ave,020; N20,-123.069776,49.268438
905,51242,Southbound Commercial Dr @ E 4th Ave,020; N20,-123.069808,49.266576
906,51243,Southbound Commercial Dr @ E 6th Ave,020; N20,-123.069842,49.264806
907,51244,Southbound Victoria Dr @ E 41 Ave,020; N20,-123.065682,49.232253
908,51245,Southbound Victoria Dr @ E 43 Ave,020; N20,-123.065727,49.230264
909,51246,Southbound Victoria Dr @ Waverley Ave,020; N20,-123.065819,49.226693
910,51248,Southbound Victoria Dr @ E 49 Ave,020; N20,-123.065873,49.224857
911,51249,Southbound Victoria Dr @ E 51 Ave,020; N20,-123.065922,49.223127
912,51250,Southbound Victoria Dr @ E 53 Ave,020; N20,-123.065964,49.221481
913,51251,Southbound Victoria Dr @ Argyle Dr,020; N20,-123.065976,49.219611
914,51252,Southbound Victoria Dr @ Upland Dr,020; N20,-123.066039,49.217768
915,51254,Southbound Victoria Dr @ Newport Ave,020; N20,-123.066092,49.215036
916,51255,Southbound Victoria Dr @ Thornhill Dr,020; N20,-123.066138,49.213015
917,51256,Southbound Victoria Dr @ E 64 Ave,020; N20,-123.066167,49.21118
918,51259,Northbound Mackenzie St @ W 38 Ave,002; N22,-123.170182,49.237919
919,51261,Northbound Mackenzie St @ W 34 Ave,002; N22,-123.170144,49.241595
920,51263,Northbound Mackenzie St @ W 30 Ave,002; N22,-123.17011,49.245547
921,51265,Northbound Quesnel Dr @ W King Edward Ave,002; N22,-123.1717,49.249571
922,51266,Northbound Macdonald St @ W King Edward Ave,002; N22,-123.167771,49.248517
923,51267,Northbound Macdonald St @ Oliver Cres,002; N22,-123.167732,49.249455
924,51269,Northbound Macdonald St @ W 22 Ave,002; N22,-123.167687,49.253089
925,51272,Eastbound E Pender St @ Main St,022,-123.099245,49.280323
926,51273,Southbound Gore Ave @ Keefer St,022,-123.097251,49.279105
927,51274,Southbound Gore Ave @ Union St,022,-123.09702,49.27736
928,51275,Eastbound Terminal Ave @ Western St,022,-123.098889,49.272477
929,51276,Eastbound Terminal Ave @ Thornton St,022,-123.093947,49.271619
930,51277,Eastbound Terminal Ave @ Begg St,022,-123.087037,49.270461
931,51278,Eastbound Prior St @ Dunlevy Ave,022,-123.095194,49.276624
932,51279,Eastbound Prior St @ Princess Ave,022,-123.091207,49.276551
933,51280,Eastbound Prior St @ Hawks Ave,022,-123.087659,49.276481
934,51281,Eastbound Prior St @ Campbell Ave,022,-123.084506,49.276442
935,51282,Eastbound Venables St @ Glen Dr,022,-123.080955,49.276727
936,51283,Eastbound Venables St @ Vernon Dr,022,-123.07825,49.276697
937,51284,Southbound Clark Dr @ Parker St,022,-123.077375,49.275523
938,51285,Southbound Clark Dr @ William St,022,-123.07742,49.27378
939,51286,Southbound Clark Dr @ Grant St,022,-123.077466,49.271208
940,51287,Southbound Clark Dr @ E 1st Ave,022,-123.077555,49.268967
941,51288,Southbound Clark Dr @ E 3rd Ave,022,-123.077527,49.267558
942,51289,Southbound Clark Dr @ E 6th Ave,022,-123.07763,49.264806
943,51290,Southbound Clark Dr @ E Broadway,022,-123.07773,49.262018
944,51291,Southbound Clark Dr @ E 12 Ave,022,-123.077691,49.259354
945,51296,Southbound Knight St @ E 23 Ave,022,-123.076243,49.249651
946,51297,Southbound Knight St @ E King Edward Ave,022,-123.076298,49.248155
947,51298,Southbound Knight St @ E 27 Ave,022,-123.076373,49.24614
948,51299,Southbound Knight St @ E 29 Ave,022,-123.076425,49.244204
949,51300,Southbound Knight St @ E 31 Ave,022,-123.076486,49.242149
950,51301,Southbound Knight St @ E 33 Ave,022,-123.07656,49.23988
951,51302,Southbound Knight St @ E 35 Ave,022,-123.076911,49.238186
952,51303,Southbound Knight St @ E 37 Ave,022,-123.07705,49.236514
953,51304,Southbound Knight St @ E 39 Ave,022,-123.077104,49.234472
954,51305,Southbound Knight St @ E 41 Ave,022,-123.077224,49.232305
955,51306,Southbound Knight St @ E 43 Ave,022,-123.077253,49.230318
956,51307,Southbound Knight St @ E 45 Ave,022,-123.077321,49.228692
957,51308,Southbound Knight St @ E 47 Ave,022,-123.077362,49.227344
958,51309,Southbound Knight St @ E 49 Ave,022; 430,-123.077479,49.224925
959,51310,Southbound Knight St @ E 51 Ave,022,-123.077505,49.223084
960,51311,Southbound Knight St @ E 53 Ave,022,-123.077568,49.221522
961,51313,Southbound Knight St @ E 57 Ave,022; 430,-123.077162,49.218344
962,51314,Southbound Knight St @ E 58 Ave,022,-123.077184,49.216969
963,51315,Southbound Knight St @ E 60 Ave,022,-123.077208,49.215154
964,51316,Southbound Knight St @ E 62 Ave,022; 430,-123.077228,49.213443
965,51317,Southbound Knight St @ E 63 Ave,022,-123.077238,49.212389
966,51318,Knight St Underpass @ SE Marine Dr,022,-123.076921,49.21125
967,51319,Southbound Knight St @ Mitchell Rd,022; 405; 407; 430,-123.077678,49.206054
968,51325,Northbound Knight St @ Mitchell Rd,022; 405; 407; 430,-123.077182,49.206873
969,51326,Northbound Knight St @ E 63 Ave,022; 430,-123.076965,49.213213
970,51327,Northbound Knight St @ E 61 Ave,022,-123.076944,49.214995
971,51328,Northbound Knight St @ E 59 Ave,022,-123.076922,49.216763
972,51329,Northbound Knight St @ E 57 Ave,022; 430,-123.076884,49.218444
973,51330,Northbound Knight St @ E 53 Ave,022,-123.077282,49.221998
974,51331,Northbound Knight St @ E 51 Ave,022,-123.077214,49.223765
975,51332,Northbound Knight St @ E 49 Ave,022,-123.077098,49.225701
976,51333,Northbound Knight St @ E 47 Ave,022,-123.077067,49.227974
977,51334,Northbound Knight St @ E 45 Ave,022,-123.077025,49.229335
978,51335,Northbound Knight St @ E 43 Ave,022,-123.076961,49.230966
979,51336,Northbound Knight St @ E 41 Ave,022,-123.076848,49.233088
980,51337,Northbound Knight St @ E 39 Ave,022,-123.07681,49.235113
981,51338,Northbound Knight St @ E 37 Ave,022,-123.076748,49.237188
982,51339,Northbound Knight St @ E 33 Ave,022,-123.076257,49.240543
983,51340,Northbound Knight St @ E 32 Ave,022,-123.076223,49.24199
984,51341,Northbound Knight St @ E 30 Ave,022,-123.076163,49.244049
985,51342,Northbound Knight St @ E 28 Ave,022,-123.076103,49.245776
986,51343,Northbound Knight St @ E King Edward Ave,022,-123.075932,49.248848
987,51344,Northbound Knight St @ Kingsway,022,-123.075903,49.249685
988,51345,Northbound Knight St @ E 20 Ave,022,-123.075894,49.252354
989,51346,Northbound Knight St @ E 19 Ave,022,-123.075837,49.253818
990,51347,Northbound Knight St @ E 17 Ave,022,-123.075773,49.255554
991,51349,Northbound Clark Dr @ E 11 Ave,022,-123.077343,49.260268
992,51350,Northbound Clark Dr @ E Broadway,022,-123.077367,49.262754
993,51351,Northbound Clark Dr @ E 6th Ave,022,-123.077316,49.264845
994,51352,Northbound Clark Dr @ E 3rd Ave,022,-123.077256,49.268147
995,51353,Westbound Terminal Ave @ Begg St,022,-123.087153,49.270771
996,51354,Westbound Terminal Ave @ Thornton St,022,-123.093108,49.271779
997,51356,Northbound Clark Dr @ E 1st Ave,022,-123.077215,49.269991
998,51357,Northbound Clark Dr @ Grant St,022,-123.077197,49.271749
999,51358,Northbound Clark Dr @ William St,022,-123.077153,49.274264
1000,51359,Westbound Venables St @ Clark Dr,022,-123.077921,49.276842
1001,51360,Westbound Venables St @ Vernon Dr,022,-123.079737,49.276868
1002,51361,Westbound Venables St @ Raymur Ave,022,-123.083149,49.276876
1003,51362,Westbound Prior St @ Hawks Ave,022,-123.087839,49.27661
1004,51363,Westbound Prior St @ Heatley Ave,022,-123.09021,49.276651
1005,51364,Westbound Prior St @ Jackson Ave,022,-123.094157,49.276725
1006,51366,Northbound Gore Ave @ E Georgia St,022,-123.097008,49.278838
1007,51367,Westbound E Pender St @ Gore Ave,022,-123.097706,49.280427
1008,51368,Southbound Macdonald St @ W 4th Ave,002; 014; N22,-123.168411,49.268064
1009,51370,Eastbound W Pender St @ Nicola St,019,-123.128771,49.289898
1010,51371,Eastbound W Pender St @ Broughton St,019,-123.127117,49.289364
1011,51372,Eastbound W Pender St @ Jervis St,019,-123.125208,49.288846
1012,51373,Eastbound W Pender St @ Bute St,019,-123.123062,49.288213
1013,51374,Eastbound W Hastings St @ Granville St,R5,-123.11425,49.285445
1014,51377,Eastbound Hastings St @ Ingleton Ave,130; 160; N35,-123.018168,49.280991
1015,51378,Eastbound Hastings St @ MacDonald Ave,130; 160; N35,-123.015771,49.280966
1016,51380,Eastbound Hastings St @ Madison Ave,129; 130; 131; 132; 160; N35,-123.008143,49.280948
1017,51381,Eastbound Hastings St @ Willingdon Ave,129; 130; 131; 132; 160; 222; N35; R5,-123.005171,49.280927
1018,51382,Southbound Willingdon Ave @ Pender St,130,-123.003234,49.280274
1019,51383,Southbound Willingdon Ave @ Frances St,130,-123.003254,49.278815
1020,51384,Southbound Willingdon Ave @ Union St,130,-123.003279,49.277102
1021,51385,Southbound Willingdon Ave @ Parker St,130,-123.00331,49.275223
1022,51386,Southbound Willingdon Ave @ William St,130,-123.003294,49.273455
1023,51389,Brentwood Station @ Bay 7,130; 222,-123.003347,49.266007
1024,51390,Southbound Willingdon Ave @ Dawson St,025; 123; 130,-123.003368,49.264033
1025,51392,Eastbound Canada Way @ Willingdon Ave,123,-123.003569,49.254507
1026,51393,Eastbound Canada Way @ Beta Ave,123,-122.997559,49.254571
1027,51394,Eastbound Canada Way @ Wayburne Dr,123,-122.992775,49.254305
1028,51395,Southbound Canada Way @ Hardwick St,123,-122.989142,49.252217
1029,51396,Eastbound Canada Way @ 4800 Block,123,-122.985898,49.249929
1030,51451,Westbound Canada Way @ Douglas Rd,123,-122.981263,49.249555
1031,51452,Westbound Canada Way @ 4800 Block,123,-122.985846,49.250067
1032,51453,Northbound Canada Way @ Hardwick St,123,-122.988923,49.252334
1033,51454,Westbound Canada Way @ Royal Oak Ave,123,-122.989318,49.253824
1034,51455,Westbound Canada Way @ Wayburne Dr,123,-122.995127,49.254779
1035,51456,Westbound Canada Way @ Beta Ave,123,-122.9987,49.254765
1036,51457,Westbound Canada Way @ Willingdon Ave,123,-123.002423,49.254741
1037,51458,Northbound Willingdon Ave @ Juneau St,130,-123.003062,49.263385
1038,51460,Northbound Willingdon Ave @ Midlawn Dr,130,-123.003117,49.271387
1039,51462,Northbound Willingdon Ave @ William St,130,-123.003095,49.2741
1040,51463,Northbound Willingdon Ave @ Parker St,130,-123.003113,49.275944
1041,51464,Northbound Willingdon Ave @ Georgia St,130,-123.003062,49.278616
1042,51466,Westbound Hastings St @ Madison Ave,129; 130; 131; 132; 160; N35,-123.009258,49.281127
1043,51467,Westbound Hastings St @ Gilmore Ave,130; 131; 132; 160; N35; R5,-123.014877,49.281147
1044,51468,Westbound Hastings St @ Ingleton Ave,130; 160; N35,-123.01911,49.281179
1045,51469,Westbound Hastings St @ Esmond Ave,130; 160; N35,-123.021845,49.281222
1046,51470,Kootenay Loop @ Bay 6,028; 130; 222,-123.026407,49.281212
1047,51471,Westbound W Pender St @ Thurlow St,019,-123.120865,49.287731
1048,51472,Westbound W Pender St @ Bute St,019,-123.123694,49.288565
1049,51473,Westbound W Pender St @ Broughton St,019,-123.12775,49.289741
1050,51474,Westbound W Georgia St @ Cardero St,019; 240; 241; 246; 247; 250; 253; 254; N24,-123.130883,49.290935
1051,51475,Westbound W Georgia St @ Denman St,019; 240; 241; 246; 247; 250; 253; 254; 257; N24,-123.134018,49.292951
1052,51476,Westbound W Georgia St @ Gilford St,019,-123.13563,49.294006
1053,51477,Westbound Stanley Park Dr @ Pipeline Rd,019,-123.136104,49.297003
1054,51479,Southbound Wesbrook Mall @ Agronomy Rd,025; 033; 049,-123.243748,49.264
1055,51480,Southbound Wesbrook Mall @ Thunderbird Blvd,025; 033; 049,-123.240994,49.260754
1056,51483,Southbound Wesbrook Mall @ Hampton Place,025; 033; 049,-123.237949,49.257295
1057,51484,Eastbound W 16 Ave @ Wesbrook Mall,025; 033,-123.235156,49.256014
1058,51485,Eastbound W 16 Ave @ Pacific Spirit Park,025; 033,-123.221642,49.258318
1059,51486,Eastbound W 16 Ave @ Blanca St,025; 033,-123.214903,49.258259
1060,51487,Eastbound W 16 Ave @ Tolmie St,025; 033,-123.21185,49.25819
1061,51488,Eastbound W 16 Ave @ Trimble St,025; 033,-123.205776,49.258107
1062,51490,Eastbound W 16 Ave @ Camosun St,025; 033,-123.197494,49.257986
1063,51491,Eastbound W 16 Ave @ Crown St,025; 033,-123.193063,49.257917
1064,51492,Eastbound W 16 Ave @ Highbury St,025; 033,-123.187544,49.257833
1065,51493,Eastbound W King Edward Ave @ Dunbar St,025,-123.184491,49.249918
1066,51495,Eastbound W King Edward Ave @ Blenheim St,025,-123.178128,49.249892
1067,51497,Eastbound W King Edward Ave @ Quesnel Dr,025,-123.172403,49.250075
1068,51498,Eastbound W King Edward Ave @ Puget Dr,025,-123.167306,49.247954
1069,51499,Eastbound W King Edward Ave @ Brakenridge St,025,-123.162016,49.248553
1070,51500,Eastbound W King Edward Ave @ Valley Dr,025,-123.158783,49.249818
1071,51501,Eastbound W King Edward Ave @ Yew St,025,-123.155187,49.251217
1072,51502,Eastbound W King Edward Ave @ Arbutus St,025,-123.153365,49.251448
1073,51503,Eastbound W King Edward Ave @ Maple Cres,025,-123.151127,49.250503
1074,51504,Eastbound W King Edward Ave @ Cypress St,025,-123.148494,49.249462
1075,51505,Eastbound W King Edward Ave @ Marguerite St,025,-123.144254,49.249352
1076,51507,Eastbound W King Edward Ave @ Granville St,025,-123.138678,49.249267
1077,51508,Eastbound W King Edward Ave @ Hudson St,025,-123.133894,49.249192
1078,51510,Eastbound W King Edward Ave @ Oak St,025,-123.127001,49.24909
1079,51511,Eastbound W King Edward Ave @ Willow St,025,-123.121932,49.248988
1080,51513,King Edward Station @ Bay 3,025,-123.114707,49.248866
1081,51518,Eastbound E King Edward Ave @ Main St,025,-123.100559,49.248697
1082,51519,Eastbound E King Edward Ave @ Prince Edward St,025,-123.096185,49.248638
1083,51520,Eastbound E King Edward Ave @ St. George St,025,-123.093688,49.248609
1084,51521,Eastbound E King Edward Ave @ Fraser St,025,-123.08963,49.24856
1085,51522,Eastbound E King Edward Ave @ St. Catherines St,025,-123.085285,49.248521
1086,51523,Eastbound E King Edward Ave @ Glen Dr,025,-123.081441,49.248473
1087,51525,Eastbound E King Edward Ave @ Knight St,025,-123.075675,49.248429
1088,51526,Northbound Nanaimo St @ Kingsway,025,-123.057651,49.242099
1089,51527,Northbound Nanaimo St @ Brock St,025,-123.056503,49.244157
1090,51530,Eastbound E 22 Ave @ Slocan St,025,-123.049111,49.250567
1091,51532,Eastbound E 22 Ave @ Boyd Diversion,025,-123.043474,49.250553
1092,51533,Eastbound E 22 Ave @ Lillooet St,025,-123.038654,49.250535
1093,51534,Eastbound E 22 Ave @ Rupert St,025,-123.033251,49.250529
1094,51535,Eastbound E 22 Ave @ Cassiar St,025,-123.030547,49.250536
1095,51536,Eastbound E 22 Ave @ Kootenay St,025,-123.025808,49.250584
1096,51537,Eastbound Kincaid St @ Boundary Rd,025,-123.023043,49.24878
1097,51538,Eastbound Kincaid St @ Smith Ave,025; 028; 129,-123.019355,49.248763
1098,51539,Eastbound Kincaid St @ MacDonald Ave,025; 129,-123.01485,49.248871
1099,51541,Eastbound Sanderson Way @ Mathissi Place,025,-123.005459,49.247462
1100,51542,Northbound Willingdon Ave @ Goard Way,025; 130; 222,-123.004148,49.251498
1101,51543,Northbound Willingdon Ave @ Canada Way,025; 130,-123.004109,49.254192
1102,51545,Southbound Willingdon Ave @ Canada Way,025; 130,-123.004529,49.254039
1103,51546,Southbound Willingdon Ave @ Goard Way,025; 130; 222,-123.004474,49.251436
1104,51547,Southbound Willingdon Ave @ Sanderson Way,025; 130,-123.004458,49.247982
1105,51548,Westbound Sanderson Way @ Gilmore Way,025,-123.008823,49.248583
1106,51549,Westbound Kincaid St @ Gilmore Way,025; 129,-123.011149,49.249351
1107,51551,Westbound Kincaid St @ Smith Ave,025,-123.020199,49.24887
1108,51552,Westbound Kincaid St @ Boundary Rd,025,-123.023167,49.248883
1109,51553,Westbound E 22 Ave @ Boundary Rd,025,-123.024281,49.250709
1110,51554,Westbound E 22 Ave @ Anzio Dr,025,-123.028964,49.250701
1111,51555,Westbound E 22 Ave @ Rupert St,025,-123.034851,49.250678
1112,51556,Westbound E 22 Ave @ Windermere St,025,-123.036911,49.250669
1113,51558,Westbound E 22 Ave @ Renfrew St,025,-123.043612,49.250692
1114,51560,Nanaimo Station @ Bay 2,025,-123.055976,49.248591
1115,51561,Southbound Nanaimo St @ E 28 Ave,025,-123.056785,49.24547
1116,51562,Southbound Nanaimo St @ Brock St,025,-123.056787,49.243673
1117,51563,Westbound E King Edward Ave @ Kingsway,025,-123.073107,49.24854
1118,51564,Westbound E King Edward Ave @ Knight St,025,-123.076586,49.248608
1119,51565,Westbound E King Edward Ave @ Inverness St,025,-123.080402,49.248594
1120,51566,Westbound E King Edward Ave @ Windsor St,025,-123.084376,49.248642
1121,51568,Westbound E King Edward Ave @ Fraser St,025,-123.090591,49.248724
1122,51569,Westbound E King Edward Ave @ St. George St,025,-123.094411,49.248752
1123,51570,Westbound E King Edward Ave @ Prince Edward St,025,-123.097125,49.248783
1124,51571,Westbound E King Edward Ave @ Main St,025,-123.101632,49.248868
1125,51572,Westbound W King Edward Ave @ Ontario St,025,-123.105388,49.248922
1126,51573,Westbound W King Edward Ave @ Columbia St,025,-123.110516,49.249023
1127,51574,King Edward Station @ Bay 1,025,-123.116003,49.249121
1128,51575,Westbound W King Edward Ave @ Heather St,025,-123.120844,49.249205
1129,51576,Westbound W King Edward Ave @ Laurel St,025,-123.125107,49.249302
1130,51577,Westbound W King Edward Ave @ Oak St,025,-123.128078,49.249375
1131,51578,Westbound W King Edward Ave @ Selkirk St,025,-123.132497,49.249452
1132,51580,Westbound W King Edward Ave @ Granville St,025,-123.139586,49.24956
1133,51581,Westbound W King Edward Ave @ Marguerite St,025,-123.145097,49.249651
1134,51582,Westbound W King Edward Ave @ Pine Cres,025,-123.14792,49.249695
1135,51583,Westbound W King Edward Ave @ Maple Cres,025,-123.151677,49.251211
1136,51584,Westbound W King Edward Ave @ Arbutus St,025,-123.153726,49.251741
