,stop_no,stop_name,line_con,Longitude,Latitude
1835,58054,Heather Square @ Bay 2,050,-123.120135,49.266296
1836,58065,Northbound Seymour St @ W Georgia St,N10; N9,-123.117549,49.281477
1837,58087,Northbound Commercial Dr @ E 6th Ave,020; N20,-123.069596,49.265331
1838,58088,Southbound Smith Ave @ Moscrop St,028,-123.019874,49.242674
1839,58089,Westbound Burke St @ Smith Ave,028,-123.020478,49.23703
1840,58090,Southbound Smith Ave @ Belleville Ave,028,-123.019922,49.239663
1841,58092,Southbound Commercial Dr @ E 12 Ave,020; N20,-123.06995,49.259177
1842,58093,Southbound Commercial Dr @ E 14 Ave,020; N20,-123.069954,49.257485
1843,58099,Burrard Station @ Bay 5,022; 044,-123.118965,49.285975
1844,58109,Eastbound Deer Lake Parkway @ Willingdon Ave,110,-123.002605,49.242827
1845,58129,Rupert Station @ Bay 2,027,-123.033896,49.26049
1846,58130,Rupert Station @ Bay 1,027,-123.033608,49.260804
1847,58133,Northbound Granville St @ W 64 Ave,010; N10,-123.140233,49.213461
1848,58135,Southbound Granville St @ W Broadway,009; 010; 016; N10,-123.138707,49.263073
1849,58136,Southbound Granville St @ W King Edward Ave,010; 025; N10,-123.139224,49.248838
1850,58143,Kootenay Loop @ Bay 8,028; 130; 222; N35; R5,-123.024952,49.281026
1851,58144,Northbound Granville St @ Smithe St,004; 007; 010; 014; 016; 050,-123.120537,49.280784
1852,58145,Westbound Kingsway @ E Broadway,008; 019; N19; N8,-123.099681,49.263296
1853,58160,Northbound Smith Ave @ Sunset St,028,-123.019709,49.250063
1854,58169,Eastbound Keefer Place @ Taylor St,023,-123.105758,49.279326
1855,58183,Eastbound SE Marine Dr @ 2600 Block,100,-123.053335,49.207204
1856,58202,Waterfront Station @ Bay 1,044; R5,-123.112372,49.285803
1857,58211,Eastbound Vulcan Way @ No. 5 Rd,407,-123.09077,49.193788
1858,58214,Eastbound Vulcan Way @ Viking Way,405,-123.072392,49.197842
1859,58218,Southbound No. 6 Rd @ 2500 Block,405,-123.069288,49.19409
1860,58228,Southbound No. 6 Rd @ Vulcan Way,405,-123.069313,49.198222
1861,58235,Southbound Abbott St @ W Pender St,050,-123.107725,49.28074
1862,58239,Westbound W Broadway @ Granville St,099,-123.139771,49.26373
1863,58249,Joyce Station @ Bay 6,026; 027,-123.032261,49.237996
1864,58254,Eastbound W Georgia St @ Bidwell St,240; 241; 246; 247; 250; 253; 254; N24,-123.131834,49.291212
1865,58268,Eastbound W 41 Ave @ Oak St,041,-123.127728,49.233818
1866,58280,Westbound Terminal Ave @ 300 Block,022,-123.096638,49.272363
1867,58281,Westbound E 49 Ave @ Frontenac St,026; 049,-123.026533,49.222475
1868,58283,Eastbound E Hastings St @ McLean Dr,014; 016; 020; N20; N35,-123.073421,49.281191
1869,58284,Northbound Kerr St @ E 54 Ave,026,-123.041215,49.219585
1870,58286,Southbound Cambie St @ W 29 Ave,015; N15,-123.115868,49.245383
1871,58290,Southbound Nanaimo St @ Grandview Hwy,007,-123.056751,49.257321
1872,58299,Westbound W 4th Ave @ Vine St,004; 007; 014; 044; 084,-123.158111,49.268301
1873,58302,Southbound Victoria Dr @ E 38 Ave,020; N20,-123.065593,49.235445
1874,58307,Southbound Main St @ E 18 Ave,003,-123.100959,49.254339
1875,58312,Northbound Nootka St @ E 29 Ave,016,-123.041719,49.244934
1876,58313,Northbound Granville St @ W Pender St,004; 007; 010; 014; 016; 017; 020; 050,-123.114994,49.284493
1877,58321,Southbound Howe St @ Dunsmuir St,004; 007; 010; 014; 016; 050,-123.11788,49.284055
1878,58327,Commercial-Broadway Station @ Bay 3,020; N20,-123.069636,49.262699
1879,58337,Westbound Hastings St @ Holdom Ave,129,-122.981804,49.280431
1880,58342,Northbound Holdom Ave @ Lougheed Hwy,129; 133; 136,-122.981032,49.264688
1881,58343,Southbound Holdom Ave @ Lougheed Hwy,129; 133; 136,-122.981313,49.264489
1882,58344,Gilmore Station @ Bay 1,028; 129; N9,-123.014187,49.264851
1883,58345,Gilmore Station @ Bay 3,028,-123.015179,49.26457
1884,58346,Gilmore Station @ Bay 2,129,-123.014452,49.264143
1885,58381,Southbound Holdom Ave @ Halifax St,129,-122.981243,49.267723
1886,58384,Westbound Goring St @ Douglas Rd,133,-122.98604,49.263133
1887,58385,Eastbound Goring St @ Douglas Rd,133,-122.986025,49.262985
1888,58386,Westbound Lougheed Hwy @ Gilmore Ave,028; N9,-123.014957,49.266208
1889,58387,Southbound Gilmore Ave @ 2nd Ave,129,-123.014362,49.267781
1890,58388,Northbound Gilmore Ave @ Halifax St,129,-123.014167,49.268646
1891,58390,Westbound Henning Dr @ 3800 Block,028,-123.019214,49.264012
1892,58391,Eastbound Henning Dr @ 3800 Block,028; N9,-123.018496,49.263862
1893,58392,Eastbound Henning Dr @ Boundary Rd,028; N9,-123.022725,49.263596
1894,58401,Renfrew Station @ Bay 1,016,-123.044439,49.25903
1895,58402,Southbound Commercial Dr @ N Grandview Hwy,020; N20,-123.069903,49.263232
1896,58428,Eastbound Hastings St @ Gilmore Ave,129; 130; 131; 132; 160; N35; R5,-123.013446,49.280953
1897,58491,Northbound Commercial Dr @ N Grandview Hwy,009; 099,-123.069582,49.26342
1898,58499,Eastbound E Broadway @ Clark Dr,099,-123.076191,49.262263
1899,58501,Broadway-City Hall Station @ Bay 4,099; N9,-123.116526,49.263349
1900,58502,Westbound W Broadway @ Willow St,099,-123.12286,49.263437
1901,58504,Westbound W Georgia St @ Granville St,250; 253; 254,-123.117661,49.28232
1902,58510,Southbound Main St @ E 5th Ave,008; 019; N19; N8,-123.100973,49.266106
1903,58529,Eastbound W Pender St @ Abbott St,019; 022; N19,-123.106976,49.280892
1904,58588,Southbound Granville St @ Nanton Ave,010; N10,-123.139289,49.247111
1905,58593,Northbound Granville St @ Drake St,004; 007; 010; 014; 016; 050,-123.127092,49.276487
1906,58598,Southbound Gilmore Ave @ Douglas Rd,129,-123.014355,49.269887
1907,58599,Northbound Gamma Ave @ Albert St,132,-122.99465,49.282099
1908,58605,Eastbound Sanderson Way @ Gilmore Way,025,-123.008625,49.248286
1909,58606,Northbound Wesbrook Mall @ 2100 Block,025; 033; 049,-123.243949,49.264762
1910,58611,Eastbound Marine Dr @ 5500 Block,100; 148,-122.983643,49.206193
1911,58613,Westbound E Broadway @ Fraser St,008; 009; 099; N8; N9,-123.09009,49.262593
1912,58614,Eastbound E Broadway St @ Fraser St,009; 099; N9,-123.088379,49.26236
1913,58620,Eastbound N Grandview Hwy @ Commercial Dr,099,-123.068542,49.263172
1914,58621,Southbound N Grandview Hwy @ E 8th Ave,009,-123.067725,49.262833
1915,58647,Westbound SE Marine Dr @ Poplar St,008; N8,-123.092844,49.211133
1916,58650,Eastbound W 41 Ave @ Crown St,041,-123.194664,49.23468
1917,58652,Westbound E Hastings St @ Lakewood Dr,014; 016; N35,-123.062205,49.28127
1918,58661,Eastbound W 2nd Ave @ Anderson St,050,-123.138366,49.269468
1919,58704,Westbound W Georgia St @ Bute St,250; 253; 254,-123.125666,49.287499
1920,58705,Westbound W Georgia St @ Burrard St,250; 253; 254; 257,-123.121726,49.284954
1921,58706,Westbound McGill St @ N Esmond Ave,131,-123.022039,49.288414
1922,58707,Northbound MacDonald Ave @ Albert St,131; 132,-123.016137,49.281716
1923,58721,Southbound Burrard St @ Burnaby St,044,-123.130164,49.278573
1924,58722,Eastbound W Georgia St @ Gilford St,019; 240; 241; 246; 247; 250; 253; 254; N24,-123.135601,49.293655
1925,58723,Northbound Arbutus St @ W 16 Ave,016,-123.152846,49.257604
1926,58727,Stanley Park Loop @ Bay 1,019,-123.133742,49.300494
1927,58728,Stanley Park Loop @ Bay 2,019,-123.13403,49.300672
1928,58735,Westbound Marine Dr @ Hollis Place,148,-122.997213,49.207683
1929,58762,Southbound Fraser St @ SE Marine Dr,008,-123.091221,49.211303
1930,58893,Westbound W Pender St @ Burrard St,019,-123.118031,49.286833
1931,58895,UBC Exchange @ Bay 9,009,-123.248724,49.265726
1932,58953,Westbound E 10 Ave @ Kingsway,009,-123.099601,49.26203
1933,58954,Southbound Fraser St @ E 31 Ave,008; N8,-123.090417,49.242261
1934,58955,Northbound Fraser St @ E 31 Ave,008; N8,-123.090196,49.242872
1935,58962,Northbound Joffre Ave @ Carson St,116; 146,-123.019815,49.210668
1936,58988,Westbound Kingsway @ Nelson Ave,119; 144; N19,-122.995118,49.227163
1937,59040,Westbound Robson St @ Granville St,017; 020,-123.119551,49.28128
1938,59041,Southbound Main St @ E 41 Ave,003,-123.101636,49.232735
1939,59042,63 Ave Loop @ Granville St,010; 016,-123.140853,49.21392
1940,59094,Westbound E 41 Ave @ Fleming St,041,-123.07324,49.232762
1941,59102,Westbound W 49 Ave @ Maple St,049,-123.152702,49.227195
1942,59103,Eastbound W 49 Ave @ Maple St,049,-123.151905,49.227063
1943,59128,Westbound Canada Way @ Smith Ave,028,-123.021521,49.254781
1944,59129,Northbound Smith Ave @ Linwood St,028,-123.019687,49.253539
1945,59133,Westbound Kincaid St @ Ingleton Ave,025; 129,-123.01717,49.248874
1946,59299,Eastbound North Fraser Way @ 5000 Block,116,-123.004741,49.200111
1947,59300,Eastbound North Fraser Way @ Glenlyon Parkway West,116,-123.009524,49.200053
1948,59317,Eastbound E 49 Ave @ Kerr St,049; 430,-123.040479,49.224659
1949,59318,Westbound E 49 Ave @ Tyne St,049; 430,-123.032636,49.224736
1950,59390,Westbound Pacific St @ Jervis St,023,-123.138406,49.280964
1951,59391,Westbound Beach Ave @ Bute St,023,-123.137338,49.279589
1952,59392,Westbound Beach Ave @ Thurlow St,023,-123.135648,49.277896
1953,59393,Westbound Beach Ave @ Hornby St,023,-123.132974,49.275543
1954,59396,Westbound Beach Ave @ Howe St,023,-123.132056,49.274962
1955,59402,Southbound Smith Ave @ Fir St,028; 129,-123.019856,49.244604
1956,59420,Eastbound Davie St @ Broughton St,006,-123.136106,49.283478
1957,59431,Eastbound W Broadway @ Spruce St,009; N9,-123.128317,49.263296
1958,59434,Westbound E 49 Ave @ Vivian St,049,-123.050858,49.224856
1959,59489,Eastbound SW Marine Dr @ Wesbrook Mall,049,-123.233387,49.244611
1960,59513,Eastbound W Georgia St @ Hamilton St,250; 253; 254,-123.114489,49.280019
1961,59525,Westbound Water St @ Abbott St,050,-123.107364,49.28411
1962,59536,Southbound Main St @ E 28 Ave,003,-123.101378,49.245403
1963,59538,Southbound Main St @ E 59 Ave,003,-123.102076,49.216491
1964,59558,Westbound Dunsmuir St @ Cambie St,257,-123.112004,49.280837
1965,59560,Eastbound Marine Dr @ 4900 Block,100; 148,-122.993675,49.207204
1966,59576,Northbound N Boundary Rd @ Eton St,131,-123.023214,49.287718
1967,59580,Southbound Main St @ E 2nd Ave,003; 008; 019; N19; N8,-123.100898,49.268688
1968,59581,Northbound Main St @ E 16 Ave,003,-123.101068,49.256943
1969,59582,Northbound Main St @ E 14 Ave,003,-123.100989,49.258782
1970,59583,Southbound Main St @ E 49 Ave,003,-123.10178,49.225333
1971,59587,Northbound Lower Mall @ University Blvd,068,-123.256083,49.263181
1972,59606,Southbound Willingdon Ave @ Maywood St,031; 146; 147; 430,-123.011162,49.224417
1973,59607,Northbound Willingdon Extension @ Imperial St,031; 049; 116; 146; 147,-123.012456,49.222365
1974,59664,Joyce Station @ Bay 7,027,-123.031266,49.238723
1975,59668,Southbound Nelson Ave @ Patrick Place,148,-122.996792,49.208615
1976,59669,Southbound Nelson Ave @ McKee Place,148,-122.994011,49.210732
1977,59670,Southbound Nelson Ave @ Clinton St,148,-122.994004,49.212593
1978,59671,Southbound Nelson Ave @ Rumble St,148,-122.993973,49.214497
1979,59673,Westbound Rumble St @ Royal Oak Ave,147; 148,-122.989193,49.214922
1980,59674,Northbound Antrim Ave @ Victory St,148,-122.984964,49.21882
1981,59675,Southbound Patterson Ave @ Imperial St,146; 147,-123.012703,49.221627
1982,59676,Northbound Patterson Ave @ Victory St,146; 147,-123.01236,49.218594
1983,59677,Southbound Patterson Ave @ Victory St,146; 147,-123.012508,49.218127
1984,59678,Northbound Patterson Ave @ Rumble St,146; 147,-123.0123,49.215171
1985,59679,Southbound Patterson Ave @ Rumble St,146,-123.012488,49.214602
1986,59680,Westbound Rumble St @ McKay Ave,147,-123.009187,49.214873
1987,59681,Westbound Rumble St @ Sussex Ave,147,-123.005284,49.214867
1988,59682,Eastbound Rumble St @ Sussex Ave,147,-123.004608,49.214778
1989,59683,Westbound Rumble St @ Gray Ave,147,-122.999848,49.214862
1990,59684,Eastbound Rumble St @ Gray Ave,147,-122.999097,49.214781
1991,59685,Westbound Rumble St @ Nelson Ave,147,-122.994317,49.214888
1992,59687,Northbound Greenall Ave @ Marine Way,116,-123.017836,49.206144
1993,59701,Westbound Lougheed Hwy @ Madison Ave,N9,-123.009458,49.266542
1994,59702,Eastbound Lougheed Hwy @ Madison Ave,N9,-123.008094,49.266312
1995,59715,Northbound Wesbrook Mall @ Thunderbird Blvd,025; 033; 049,-123.241873,49.262267
1996,59721,Westbound North Fraser Way @ Glenlyon Parkway West,116,-123.010666,49.200252
1997,59751,Westbound W 6th Ave @ Alder Crossing,084,-123.132576,49.266199
1998,59754,Eastbound W 6th Ave @ Heather St,084,-123.120144,49.265832
1999,59758,Eastbound W 2nd Ave @ Columbia St,084,-123.109733,49.269029
2000,59760,Eastbound E 2nd Ave @ Ontario St,084,-123.104153,49.269125
2001,59761,Westbound E 2nd Ave @ Main St,084,-123.101217,49.269283
2002,59763,Eastbound Great Northern Way @ Brunswick St,084,-123.095812,49.266743
2003,59765,Westbound Great Northern Way @ Foley St,084,-123.087137,49.266404
2004,59766,Eastbound Great Northern Way @ Foley St,084,-123.086122,49.266021
2005,59767,VCC-Clark Station @ Unloading Only,084,-123.079842,49.265975
2006,59780,Southbound Patterson Ave @ Clinton St,146,-123.012493,49.212629
2007,59781,Westbound Beresford St @ Royal Oak Ave,148,-122.98817,49.219859
2008,59783,Northbound Boundary Rd @ E Kent Ave North,116,-123.023178,49.203898
2009,59803,VCC-Clark Station @ Bay 1,084,-123.079447,49.265476
2010,59814,Northbound Roseberry Ave @ Keith St,116,-123.015048,49.207207
2011,59831,Southbound Howe St @ W Pender St,014; 016; 050,-123.116344,49.285048
2012,59832,Southbound Howe St @ Dunsmuir St,N15; N19; N20; N24,-123.117067,49.284576
2013,59835,Northbound Main St @ E 18 Ave,003,-123.100984,49.255006
2014,59836,Northbound Main St @ E 20 Ave,003,-123.100763,49.253226
2015,59837,Northbound Main St @ E 22 Ave,003,-123.100866,49.251452
2016,59838,Southbound Main St @ E 39 Ave,003,-123.101698,49.235131
2017,59842,Northbound Main St @ E 46 Ave,003,-123.101386,49.228719
2018,59843,Northbound Main St @ 54 Ave,003,-123.101649,49.22134
2019,59844,Northbound Main St @ E 62 Ave,003,-123.101909,49.214623
2020,59860,Eastbound Davie St @ Richards St,006,-123.124529,49.275982
2021,59889,Kootenay Loop @ Bay 1,131,-123.025625,49.281403
2022,59914,Westbound Pacific Blvd @ Cambie St,023,-123.119683,49.274606
2023,59916,Eastbound Pacific Blvd @ Boathouse Mews,023,-123.117633,49.27421
2024,59918,Eastbound Pacific Blvd @ Marinaside Cres,023,-123.114446,49.274212
2025,59919,Northbound Pat Quinn Way @ Pacific Blvd,023,-123.107546,49.277432
2026,59923,Westbound Keefer Place @ Taylor St,023,-123.106439,49.279581
2027,59924,Southbound Quebec St @ Keefer St,023,-123.102218,49.279008
2028,59925,Northbound Quebec St @ Terminal Ave,023,-123.101534,49.273368
2029,59926,Eastbound National Ave @ Quebec St,023,-123.101464,49.27487
2030,59927,Northbound Quebec St @ National Ave,023,-123.101804,49.275246
2031,59928,Eastbound National Ave @ Main St,019,-123.099334,49.274846
2032,59930,Southbound Hudson St @ SW Marine Dr,010,-123.134919,49.202765
2033,59940,Westbound Stadium Rd @ West Mall,068,-123.24893,49.25498
2034,59941,Southbound West Mall @ Hawthorn Lane,068,-123.249997,49.257665
2035,59942,Westbound Thunderbird Blvd @ Larkin Dr,068,-123.249148,49.259061
2036,59946,Southbound Wesbrook Mall @ Iona Dr,068,-123.248276,49.271678
2037,59957,Eastbound NW Marine Dr @ East Mall,068,-123.254576,49.270734
2038,59964,Northbound NW Marine Dr @ Agronomy Rd,068,-123.254983,49.259575
2039,59974,Northbound Great Canadian Way @ Beckwith Rd,N10,-123.124243,49.193077
2040,59991,Westbound Expo Blvd @ Abbott St,023,-123.108015,49.278791
2041,59992,Northbound Pat Quinn Way @ Expo Blvd,023,-123.107518,49.278392
2042,60006,Eastbound W Broadway @ Columbia St,009; N9,-123.10905,49.26302
2043,60014,Westbound Expo Blvd @ Nelson St,023,-123.116234,49.274765
2044,60020,Eastbound E 49 Ave @ Doman St,049,-123.036296,49.224634
2045,60022,Westbound E 49 Ave @ Doman St,049,-123.036952,49.224782
2046,60023,Southbound Arlington St @ E 49 Ave,026,-123.028887,49.222808
2047,60024,Southbound Champlain Cres @ E 54 Ave,026,-123.032506,49.219811
2048,60025,Northbound Champlain Cres @ E 54 Ave,026,-123.032299,49.219894
2049,60102,Southbound Cambie St @ Nelson St,006,-123.118424,49.275952
2050,60103,Northbound Cambie St @ Nelson St,006,-123.117748,49.276256
2051,60104,Northbound Cambie St @ Robson St,006,-123.114655,49.278318
2052,60116,Eastbound Davie St @ Granville St,006,-123.125976,49.276918
2053,60158,UBC Exchange @ Bay 1,033; 068,-123.247954,49.267415
2054,60159,UBC Exchange @ Bay 2,084,-123.24828,49.2673
2055,60160,UBC Exchange @ Bay 3,044,-123.24863,49.267177
2056,60162,UBC Exchange @ Bay 4,R4,-123.247902,49.26704
2057,60163,UBC Exchange @ Bay 5,049,-123.247589,49.26715
2058,60164,UBC Exchange @ Bay 6,025,-123.247155,49.267304
2059,60195,Metrotown Station @ Bay 10,031; 049; 116; 119; 130; 146; 147; 222; 430,-123.004928,49.22639
2060,60197,Southbound Burrard St @ Harwood St,002; N22,-123.131265,49.277837
2061,60208,29th Avenue Station @ Bay 4,026,-123.044461,49.244435
2062,60211,Metrotown Station @ Bay 11,049,-123.004152,49.226034
2063,60212,Metrotown Station @ Bay 12,116; 144,-123.003278,49.225643
2064,60213,Metrotown Station @ Bay 13,110,-123.002774,49.22541
2065,60214,Metrotown Station @ Bay 14,144,-123.002091,49.225091
2066,60219,Westbound University Blvd @ Western Parkway,099; N17,-123.244736,49.266634
2067,60223,Northbound Fraser St @ E 20 Ave,008; N8,-123.089851,49.253266
2068,60251,Eastbound SW Marine Dr @ Hudson St,010,-123.135556,49.20317
2069,60269,Northbound Burrard St @ Smithe St,002; N22,-123.124019,49.282359
2070,60277,Northbound Seymour St @ Robson St,004; 007; 010; 014; 016; 017; 020; 050; N17,-123.11824,49.28102
2071,60302,Northbound Cambie St @ Dunsmuir St,005; 006,-123.111842,49.280182
2072,60307,Broadway-City Hall Station @ Bay 3,015; 017; N15,-123.115153,49.261616
2073,60314,Nanaimo Station @ Bay 1,025,-123.056509,49.248336
2074,60329,Brentwood Station @ Bay 1,130; 134; 222,-123.002997,49.267148
2075,60335,Eastbound E King Edward Ave @ Ontario St,025,-123.104633,49.248771
2076,60336,Eastbound E Cordova St @ Heatley Ave,004; 007; 209; 210; 211; 214,-123.089076,49.28202
2077,60342,Southbound Cambie St @ W Georgia St,006; 017; N15,-123.112876,49.279676
2078,60348,Eastbound W Georgia St @ Homer St,240; 241; 246; 247; 250; 253; 254; N24,-123.114837,49.280236
2079,60351,Southbound Station St @ National Ave,019,-123.09865,49.273853
2080,60358,UBC Exchange @ Unloading Only,025; 033; 044; 049; 068; 084; 099; R4,-123.247621,49.267674
2081,60359,Northbound Macdonald St @ W 13 Ave,002; N22,-123.168239,49.260225
2082,60366,Westbound Oakland St @ Dufferin Ave,144,-122.980952,49.229249
2083,60375,Westbound Great Northern Way @ Carolina Street,084,-123.091178,49.266868
2084,60383,Southbound Wesbrook Mall @ Agronomy Rd,R4,-123.243491,49.26369
2085,60384,Northbound Wesbrook Mall @ Agronomy Rd,R4,-123.242289,49.262728
2086,60385,Westbound W 41 Ave @ East Blvd,041; R4,-123.15479,49.234672
2087,60386,Eastbound W 41 Ave @ East Blvd,041; R4,-123.154407,49.234483
2088,60391,Eastbound Great Northern Way @ Carolina St,084,-123.090557,49.26668
2089,60393,Dunbar Loop @ Bay 7,R4,-123.184268,49.234694
2090,60394,Dunbar Loop @ Bay 4,049,-123.186649,49.234836
2091,60395,Westbound W 41 Ave @ Carnarvon St,002; 041; N22,-123.174148,49.234826
2092,60396,Eastbound W 41 Ave @ Carnarvon St,002; 041; N22,-123.173495,49.23467
2093,60397,Westbound W 41 Ave @ Oak St,041,-123.129021,49.234095
2094,60399,Eastbound E 41 Ave @ Main St,041,-123.102441,49.232982
2095,60400,Westbound E 41 Ave @ Fraser St,008; 041,-123.091581,49.233019
2096,60402,Westbound E 41 Ave @ Victoria Dr,020; 041,-123.066544,49.232733
2097,60403,Southbound Joyce St @ Kingsway,019; 026; 041,-123.036583,49.233624
2098,60404,Northbound Joyce St @ Church St,026; 027; 041,-123.03528,49.234646
2099,60408,Eastbound W 12th Ave @ Arbutus St,016,-123.152113,49.260922
2100,60409,Eastbound W 12th Ave @ Cypress St,016,-123.147849,49.260863
2101,60410,Westbound W 12th Ave @ Cypress St,016,-123.148612,49.260992
2102,60411,Eastbound W 12 Ave @ Pine St,016,-123.143122,49.260786
2103,60412,Westbound W 12th Ave @ Pine St,016,-123.143876,49.260917
2104,60413,Eastbound W 12 Ave @ Oak St,017,-123.12604,49.260482
2105,60414,Eastbound W 12th Ave @ Laurel St,017,-123.12392,49.260473
2106,60415,Westbound W 12th Ave @ Laurel St,017,-123.124667,49.260622
2107,60416,Eastbound W 12th Ave @ Heather St,017,-123.120306,49.260394
2108,60417,Westbound W 12th Ave @ Heather St,017,-123.12041,49.260557
2109,60418,Westbound W 12th Ave @ Cambie St,017,-123.11559,49.260482
2110,60423,Eastbound Robson St @ Cardero St,005,-123.132046,49.2892
2111,60431,Westbound W 41 Ave @ Churchill St,041,-123.141226,49.234437
2112,60433,Westbound Kingsway @ Gladstone,019; 025; N19,-123.061464,49.24353
2113,60436,YVR Domestic Departures  @ Level Three,N10,-123.18071,49.192988
2114,60472,Eastbound Sawmill Cres @ River District Crossing,031,-123.030484,49.205803
2115,60492,Eastbound W Cordova St @ Carrall St,003; 004; 007; 008; 209; 210; 211; 214; N8,-123.104634,49.282442
2116,60494,Eastbound W Broadway @ Granville St,099,-123.139857,49.263505
2117,60495,Southbound Arbutus St @ 4200 Block,016,-123.153504,49.248095
2118,60498,Westbound E Hastings St @ Heatley Ave,014; 016; 020; N20; N35,-123.090022,49.28126
2119,60502,Northbound Denman St @ Comox St,005,-123.139345,49.288812
2120,60504,Eastbound Robson St @ Broughton St,005,-123.129709,49.287679
2121,60506,Eastbound Pacific St @ Seymour Mews,023,-123.128718,49.274423
2122,60515,Brentwood Station @ Bay 4,123; 134; 136,-123.003908,49.266305
2123,60516,Brentwood Station @ Bay 5,025; N9,-123.004628,49.266331
2124,60517,Southbound Main St @ E Broadway,003,-123.101128,49.263326
2125,60519,Westbound Cornwall Ave @ Maple St,002; N22,-123.14994,49.27258
2126,60525,Eastbound Pacific St @ Thurlow St,023,-123.13473,49.278412
2127,60526,Westbound Beach Ave @ Bidwell St,023,-123.142591,49.284303
2128,60527,Eastbound Beach Ave @ Bidwell St,023,-123.142826,49.284744
2129,60528,Eastbound Beach Ave @ Cardero St,023,-123.141983,49.283216
2130,60529,Westbound Beach Ave @ Cardero St,023,-123.1416,49.283023
2131,60530,Eastbound Pacific St @ Jervis St,023,-123.137988,49.280513
2132,60533,Northbound Blanca St @ W 5th Ave,004; 044; 084,-123.214932,49.268423
2133,60534,Broadway-City Hall Station @ Bay 6,009,-123.117852,49.263181
2134,60535,Broadway-City Hall Station @ Bay 1,099; N9,-123.116587,49.26315
2135,60540,Westbound Kingsway @ Dumfries St,019; N19,-123.073752,49.249256
2136,60547,Southbound West Blvd @ W 46th Ave,016,-123.155866,49.229631
2137,60551,Northbound Fraser St @ E 56 Ave,008; N8,-123.090815,49.219428
2138,60552,Westbound W Broadway @ Hemlock St,009; N9,-123.134884,49.263652
2139,60553,Eastbound W 6th Ave @ Alder St,084,-123.130869,49.26601
2140,60554,Eastbound E 2nd Ave @ Lorne St,084,-123.099412,49.268312
2141,60562,Northbound N Boundary Rd @ Trinity St,131,-123.023179,49.289497
2142,60567,Eastbound W Georgia St @ Burrard St,240; 241; 246; 247; 250; 253; 254; 257; N24,-123.121679,49.284667
2143,60570,Eastbound W 4th Ave @ Blenheim St,004; 007,-123.177316,49.268415
2144,60571,Eastbound W 4th Ave @ Balaclava St,004; 007,-123.173351,49.268359
2145,60575,Southbound Alma St @ W 10 Ave,007,-123.186038,49.263217
2146,60577,Westbound W Georgia St @ Richards St,250; 253; 254,-123.115895,49.281177
2147,60579,Westbound E Broadway @ Quebec,099,-123.104155,49.263084
2148,60586,Westbound Hastings St @ Willingdon Ave-,130; 131; 222; N35; R5,-123.003852,49.281121
2149,60587,Westbound Hastings St @ Willingdon Ave,129; 132; 160,-123.002663,49.281129
2150,60589,Westbound SE Marine Dr @ Prince Edward St,100; N20; N8,-123.098986,49.210898
2151,60592,Northbound Granville St @ Park Dr,010; N10,-123.140092,49.217685
2152,60681,Southbound Knight St @ E 19 Ave,022,-123.07613,49.253194
2153,60709,Southbound Knight St @ E 17 Ave,022,-123.076054,49.255003
2154,60725,Eastbound W Broadway @ Collingwood St,009; 014; N17,-123.181429,49.264225
2155,60726,Eastbound W Broadway @ Blenheim St,009; 014; N17,-123.17742,49.264155
2156,60727,Eastbound W Broadway St @ Balaclava St,009; 014; N17,-123.173572,49.264095
2157,60728,Eastbound W Broadway @ Bayswater St,009; 014; N17,-123.170799,49.264061
2158,60745,Dunbar Loop @ Bay 3,041,-123.186318,49.234673
2159,60746,Westbound W 49 Ave @ Yew St,049,-123.159273,49.227274
2160,60812,Holdom Station @ Platform 1,ML,-122.982149,49.264753
2161,60813,Holdom Station @ Platform 2,ML,-122.982158,49.264705
2162,60814,Brentwood Town Centre Station @ Platform 1,ML,-123.001813,49.266431
2163,60815,Brentwood Town Centre Station @ Platform 2,ML,-123.001813,49.266352
2164,60816,Gilmore Station @ Platform 1,ML,-123.013571,49.265002
2165,60817,Gilmore Station @ Platform 2,ML,-123.013498,49.264931
2166,60818,Rupert Station @ Platform 1,ML,-123.032869,49.260815
2167,60819,Rupert Station @ Platform 2,ML,-123.032821,49.260733
2168,60820,Renfrew Station @ Platform 1,ML,-123.045374,49.258942
2169,60821,Renfrew Station @ Platform 2,ML,-123.045348,49.258877
2170,60822,Commercial-Broadway Station @ Platform 1,ML,-123.068426,49.26298
2171,60823,Commercial-Broadway Station @ Platform 2,ML,-123.068491,49.262912
2172,60824,VCC-Clark Station @ Platform 1,ML,-123.079049,49.265873
2173,60825,VCC-Clark Station @ Platform 2,ML,-123.079054,49.265799
2174,60826,Burrard Station @ Platform 2,EL,-123.119515,49.285634
2175,60859,Westbound Moscrop St @ Willingdon Ave,110,-123.00393,49.243038
2176,60980,Southbound Granville St @ W Georgia St,004; 007; 010; 014; 016; 050,-123.117951,49.28266
2177,60993,Northbound Granville St @ Dunsmuir St,004; 007; 010; 014; 016; 017; 020; 050,-123.116549,49.283461
2178,60996,Northbound Cambie St @ W 45 Ave,015; N15,-123.116096,49.230066
2179,61009,Westbound Kingsway @ Marlborough Ave,119; N19,-122.992052,49.226121
2180,61027,Broadway-City Hall Station @ Bay 2,015; 017; N15,-123.11464,49.262826
2181,61031,Westbound W Georgia St @ Granville St,240; 241; 246; 247; N24,-123.118524,49.282879
2182,61039,Olympic Village Station @ Bay 2,084,-123.114936,49.266425
